PICTURE,TITLE,PRICE,RAITING,PHONE,LINK,POSTAL_CODE,ADRESS,VILLE
,BMW X1 xDrive 28i Sport-Paket M-Technic Navi Xenon P,18 490 € (TTC),5,+49 (0)6348 238002006,"https://www.automobile.fr/Voiture/BMW-X1-xDrive-28i-Sport-Paket-M-Technic-Navi/vhc:car,pgn:113,pgs:10,dmg:false/pg:vipcar/265219140.html",,Hornbachstr. 8 DE-76879 Landau-Bornheim Allemagne,
,Volkswagen Caddy Nfz Maxi Kasten BMT Klima EURO 6 PDC ...,14 950 € (TTC),4.6,+49 (0)6201 259030,"https://www.automobile.fr/Voiture/Volkswagen-Caddy-Nfz-Maxi-Kasten-BMT-Klima/vhc:car,pgn:113,pgs:10,dmg:false/pg:vipcar/272538344.html",,Eisleber Strasse 13-15 DE-69469 Weinheim Allemagne,
,"Hyundai i30 Fastback N-Performance 2.0T-GDi Komfort,Navi",34 990 € (TTC),4.9,+49 (0)7641 965995652,"https://www.automobile.fr/Voiture/Hyundai-i30-Fastback-N-Performance-2.0T-GDi/vhc:car,pgn:113,pgs:10,dmg:false/pg:vipcar/272538345.html",,Hauptstr. 72 a DE-79312 Emmendingen-Kollmarsreute Allemagne,
,Volkswagen Käfer cabrio 1302 body off restauration wie neu,28 500 € (TTC),5,+49 (0)5922 5808171,"https://www.automobile.fr/Voiture/Volkswagen-K%C3%A4fer-cabrio-1302-body-off/vhc:car,pgn:114,pgs:10,dmg:false/pg:vipcar/271698060.html",,nur nach telefonische anmeldung DE-48455 Bad Bentheim Allemagne,
,Mercedes-Benz Benz 230E Mercedes,1 800 € (TTC),,+49 (0)162 6312188,"https://www.automobile.fr/Voiture/Mercedes-Benz-Benz-230E-Mercedes/vhc:car,pgn:114,pgs:10,dmg:false/pg:vipcar/272538339.html",, ,
,Renault Clio 6Cd Blackline* Navi * Alu * SHZ *PDC *,12 970 € (TTC),4.5,+49 (0)163 7605165,"https://www.automobile.fr/Voiture/Renault-Clio-6Cd-Blackline-Navi-Alu-SHZ-PDC/vhc:car,pgn:114,pgs:10,dmg:false/pg:vipcar/269733663.html",,Rurstr. 13 DE-41564 Kaarst Allemagne,
,Honda Jazz 1.4 i-VTEC CVT Elegance*2.Hand*Garantie*,7 690 € (TTC),4.7,+49 (0)345 9639496032,"https://www.automobile.fr/Voiture/Honda-Jazz-1.4-i-VTEC-CVT-Elegance-2.Hand/vhc:car,pgn:114,pgs:10,dmg:false/pg:vipcar/272538341.html",,Delitzscher str 82 DE-06112 Halle Allemagne,
,BMW X1 xDrive 28i Sport-Paket M-Technic Navi Xenon P,18 490 € (TTC),5,+49 (0)6348 238002006,"https://www.automobile.fr/Voiture/BMW-X1-xDrive-28i-Sport-Paket-M-Technic-Navi/vhc:car,pgn:114,pgs:10,dmg:false/pg:vipcar/265219140.html",,Hornbachstr. 8 DE-76879 Landau-Bornheim Allemagne,
,Volkswagen Caddy Nfz Maxi Kasten BMT Klima EURO 6 PDC ...,14 950 € (TTC),4.6,+49 (0)6201 259030,"https://www.automobile.fr/Voiture/Volkswagen-Caddy-Nfz-Maxi-Kasten-BMT-Klima/vhc:car,pgn:114,pgs:10,dmg:false/pg:vipcar/272538344.html",,Eisleber Strasse 13-15 DE-69469 Weinheim Allemagne,
,"Hyundai i30 Fastback N-Performance 2.0T-GDi Komfort,Navi",34 990 € (TTC),4.9,+49 (0)7641 965995652,"https://www.automobile.fr/Voiture/Hyundai-i30-Fastback-N-Performance-2.0T-GDi/vhc:car,pgn:114,pgs:10,dmg:false/pg:vipcar/272538345.html",,Hauptstr. 72 a DE-79312 Emmendingen-Kollmarsreute Allemagne,
,Seat Leon 1.9 TDI / 2.Hand / 8-fach bereift,1 900 € (TTC),,+49 (0)160 93281313,"https://www.automobile.fr/Voiture/Seat-Leon-1.9-TDI-2.Hand-8-fach-bereift/vhc:car,pgn:114,pgs:10,dmg:false/pg:vipcar/272538346.html",,Kevin  Voss DE-33165 Lichtenau Allemagne,
,"Hyundai i30 Fastback N-Performance 2.0T-GDi Komfort,Navi",34 990 € (TTC),4.9,+49 (0)7641 965995652,"https://www.automobile.fr/Voiture/Hyundai-i30-Fastback-N-Performance-2.0T-GDi/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/272538345.html",,Hauptstr. 72 a DE-79312 Emmendingen-Kollmarsreute Allemagne,
,Renault Clio 6Cd Blackline* Navi * Alu * SHZ *PDC *,12 970 € (TTC),4.5,+49 (0)163 7605165,"https://www.automobile.fr/Voiture/Renault-Clio-6Cd-Blackline-Navi-Alu-SHZ-PDC/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/269733663.html",,Rurstr. 13 DE-41564 Kaarst Allemagne,
,Honda Jazz 1.4 i-VTEC CVT Elegance*2.Hand*Garantie*,7 690 € (TTC),4.7,+49 (0)345 9639496032,"https://www.automobile.fr/Voiture/Honda-Jazz-1.4-i-VTEC-CVT-Elegance-2.Hand/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/272538341.html",,Delitzscher str 82 DE-06112 Halle Allemagne,
,BMW X1 xDrive 28i Sport-Paket M-Technic Navi Xenon P,18 490 € (TTC),5,+49 (0)6348 238002006,"https://www.automobile.fr/Voiture/BMW-X1-xDrive-28i-Sport-Paket-M-Technic-Navi/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/265219140.html",,Hornbachstr. 8 DE-76879 Landau-Bornheim Allemagne,
,Volkswagen Caddy Nfz Maxi Kasten BMT Klima EURO 6 PDC ...,14 950 € (TTC),4.6,+49 (0)6201 259030,"https://www.automobile.fr/Voiture/Volkswagen-Caddy-Nfz-Maxi-Kasten-BMT-Klima/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/272538344.html",,Eisleber Strasse 13-15 DE-69469 Weinheim Allemagne,
,Opel Opel Astra G Bertone Cabrio Tausch Ford Fo...,3 000 € (TTC),,+49 (0)1575 0638942,"https://www.automobile.fr/Voiture/Opel-Opel-Astra-G-Bertone-Cabrio-Tausch-Ford/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/272538337.html",, ,
,Opel Movano 2.3 CDTI L1H1 DPF 2WD VA,4 999 € (TTC),,+49 (0)371 2435235130,"https://www.automobile.fr/Voiture/Opel-Movano-2.3-CDTI-L1H1-DPF-2WD-VA/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/272538338.html",,Waldenburger Strasse 68 DE-09116 Chemnitz Allemagne,
,Hyundai i30cw 1.6 CRDi - TÜV NEU,3 350 € (TTC),,+49 (0)7274 7030986,"https://www.automobile.fr/Voiture/Hyundai-i30cw-1.6-CRDi-T%C3%9CV-NEU/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/270610680.html",,Zur Wörth Spitze 2 a DE-76726 Germersheim Allemagne,
,Mercedes-Benz Benz 230E Mercedes,1 800 € (TTC),,+49 (0)162 6312188,"https://www.automobile.fr/Voiture/Mercedes-Benz-Benz-230E-Mercedes/vhc:car,pgn:115,pgs:10,dmg:false/pg:vipcar/272538339.html",, ,
,Seat Leon 1.9 TDI / 2.Hand / 8-fach bereift,1 900 € (TTC),,+49 (0)160 93281313,"https://www.automobile.fr/Voiture/Seat-Leon-1.9-TDI-2.Hand-8-fach-bereift/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/272538346.html",,Kevin  Voss DE-33165 Lichtenau Allemagne,
,Mercedes-Benz Benz 230E Mercedes,1 800 € (TTC),,+49 (0)162 6312188,"https://www.automobile.fr/Voiture/Mercedes-Benz-Benz-230E-Mercedes/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/272538339.html",, ,
,Renault Clio 6Cd Blackline* Navi * Alu * SHZ *PDC *,12 970 € (TTC),4.5,+49 (0)163 7605165,"https://www.automobile.fr/Voiture/Renault-Clio-6Cd-Blackline-Navi-Alu-SHZ-PDC/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/269733663.html",,Rurstr. 13 DE-41564 Kaarst Allemagne,
,Honda Jazz 1.4 i-VTEC CVT Elegance*2.Hand*Garantie*,7 690 € (TTC),4.7,+49 (0)345 9639496032,"https://www.automobile.fr/Voiture/Honda-Jazz-1.4-i-VTEC-CVT-Elegance-2.Hand/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/272538341.html",,Delitzscher str 82 DE-06112 Halle Allemagne,
,BMW X1 xDrive 28i Sport-Paket M-Technic Navi Xenon P,18 490 € (TTC),5,+49 (0)6348 238002006,"https://www.automobile.fr/Voiture/BMW-X1-xDrive-28i-Sport-Paket-M-Technic-Navi/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/265219140.html",,Hornbachstr. 8 DE-76879 Landau-Bornheim Allemagne,
,Volkswagen Caddy Nfz Maxi Kasten BMT Klima EURO 6 PDC ...,14 950 € (TTC),4.6,+49 (0)6201 259030,"https://www.automobile.fr/Voiture/Volkswagen-Caddy-Nfz-Maxi-Kasten-BMT-Klima/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/272538344.html",,Eisleber Strasse 13-15 DE-69469 Weinheim Allemagne,
,"Hyundai i30 Fastback N-Performance 2.0T-GDi Komfort,Navi",34 990 € (TTC),4.9,+49 (0)7641 965995652,"https://www.automobile.fr/Voiture/Hyundai-i30-Fastback-N-Performance-2.0T-GDi/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/272538345.html",,Hauptstr. 72 a DE-79312 Emmendingen-Kollmarsreute Allemagne,
,Opel Movano 2.3 CDTI L1H1 DPF 2WD VA,4 999 € (TTC),,+49 (0)371 2435235130,"https://www.automobile.fr/Voiture/Opel-Movano-2.3-CDTI-L1H1-DPF-2WD-VA/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/272538338.html",,Waldenburger Strasse 68 DE-09116 Chemnitz Allemagne,
,Hyundai i30cw 1.6 CRDi - TÜV NEU,3 350 € (TTC),,+49 (0)7274 7030986,"https://www.automobile.fr/Voiture/Hyundai-i30cw-1.6-CRDi-T%C3%9CV-NEU/vhc:car,pgn:116,pgs:10,dmg:false/pg:vipcar/270610680.html",,Zur Wörth Spitze 2 a DE-76726 Germersheim Allemagne,
,Opel Opel Astra G Bertone Cabrio Tausch Ford Fo...,3 000 € (TTC),,+49 (0)1575 0638942,"https://www.automobile.fr/Voiture/Opel-Opel-Astra-G-Bertone-Cabrio-Tausch-Ford/vhc:car,pgn:117,pgs:10,dmg:false/pg:vipcar/272538337.html",, ,
,Opel Movano 2.3 CDTI L1H1 DPF 2WD VA,4 999 € (TTC),,+49 (0)371 2435235130,"https://www.automobile.fr/Voiture/Opel-Movano-2.3-CDTI-L1H1-DPF-2WD-VA/vhc:car,pgn:117,pgs:10,dmg:false/pg:vipcar/272538338.html",,Waldenburger Strasse 68 DE-09116 Chemnitz Allemagne,
,Nissan Qashqai 1.2 DIG-T N-Connecta Panorama-NAVI,21 685 € (TTC),4.3,+49 (0)4101 398729924,"https://www.automobile.fr/Voiture/Nissan-Qashqai-1.2-DIG-T-N-Connecta-Panorama/vhc:car,pgn:117,pgs:10,dmg:false/pg:vipcar/272538331.html",,Stawedder 30 DE-25469 Halstenbek Allemagne,
,Toyota Yaris 1.4 D-4D Sol 2 Hand Klima Servo ZV el. FH,1 999 € (TTC),4.5,+49 (0)7955 514983138,"https://www.automobile.fr/Voiture/Toyota-Yaris-1.4-D-4D-Sol-2-Hand-Klima-Servo/vhc:car,pgn:117,pgs:10,dmg:false/pg:vipcar/267710380.html",,Goldäckerstraße 3 DE-74585 Rot am See Allemagne,
,Opel Insignia 1.6CDTI Navi Xenon PDC Sitzh Tempo WiFi,10 599 € (TTC),4.7,+49 (0)30 9210498108,"https://www.automobile.fr/Voiture/Opel-Insignia-1.6CDTI-Navi-Xenon-PDC-Sitzh/vhc:car,pgn:117,pgs:10,dmg:false/pg:vipcar/270102360.html",,seestraße 37 DE-13357 Berlin Allemagne,
,Nissan Micra Visia,1 990 € (TTC),,+49 (0)7274 7030986,"https://www.automobile.fr/Voiture/Nissan-Micra-Visia/vhc:car,pgn:117,pgs:10,dmg:false/pg:vipcar/271173717.html",,Zur Wörth Spitze 2 a DE-76726 Germersheim Allemagne,
,Fiat Tipo Kombi Pop 1.4,15 490 € (TTC),,+49 (0)202 4304981652,"https://www.automobile.fr/Voiture/Fiat-Tipo-Kombi-Pop-1.4/vhc:car,pgn:117,pgs:10,dmg:false/pg:vipcar/272538332.html",,Unterstrasse 18 - 28 DE-42107 Wuppertal Allemagne,
,Volkswagen Verkaufe meinen top.wagen,1 699 € (TTC),,+49 (0)176 72803660,"https://www.automobile.fr/Voiture/Volkswagen-Verkaufe-meinen-top.wagen/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/272538328.html",, ,
,Toyota Avensis Sedan 1.6 SD,5 900 € (TTC),4.1,+45 52 28 28 00,"https://www.automobile.fr/Voiture/Toyota-Avensis-Sedan-1.6-SD/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/272538329.html",,Tomsagervej 13 DK-8230 Aabyhoj Danemark,
,Nissan Qashqai 1.2 DIG-T N-Connecta Panorama-NAVI,21 685 € (TTC),4.3,+49 (0)4101 398729924,"https://www.automobile.fr/Voiture/Nissan-Qashqai-1.2-DIG-T-N-Connecta-Panorama/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/272538331.html",,Stawedder 30 DE-25469 Halstenbek Allemagne,
,Toyota Yaris 1.4 D-4D Sol 2 Hand Klima Servo ZV el. FH,1 999 € (TTC),4.5,+49 (0)7955 514983138,"https://www.automobile.fr/Voiture/Toyota-Yaris-1.4-D-4D-Sol-2-Hand-Klima-Servo/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/267710380.html",,Goldäckerstraße 3 DE-74585 Rot am See Allemagne,
,Volkswagen Passat 1.8 5V Turbo *Tausche Oder Verkaufe*,2 400 € (TTC),,+49 (0)1522 6759167,"https://www.automobile.fr/Voiture/Volkswagen-Passat-1.8-5V-Turbo-Tausche-Oder/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/272538324.html",, ,
,Land Rover Range Rover Evoque Pure,23 800 € (TTC),4.7,+49 (0)89 7900491,"https://www.automobile.fr/Voiture/Land-Rover-Range-Rover-Evoque-Pure/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/272538325.html",,Südliche Münchner Str. 66 DE-82031 Grünwald Allemagne,
,Kia Kia Carnival Ex 2006 Getriebeöl-leitung de...,600 € (TTC),,+49 (0)174 6091034,"https://www.automobile.fr/Voiture/Kia-Kia-Carnival-Ex-2006-Getriebe%C3%B6l-leitung/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/272538326.html",, ,
,Opel Astra H Lim. Edition,2 980 € (TTC),4.3,+49 (0)176 83160926,"https://www.automobile.fr/Voiture/Opel-Astra-H-Lim.-Edition/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/272538327.html",,Äußere Passauer Str 20 DE-94315 Straubing Allemagne,
,"Skoda Superb Combi Style 4x4 Panorama,AHK",18 190 € (TTC),4.7,+49 (0)9664 9539281,"https://www.automobile.fr/Voiture/Skoda-Superb-Combi-Style-4x4-Panorama,AHK/vhc:car,pgn:118,pgs:10,dmg:false/pg:vipcar/272068505.html",,Im Gewerbegebiet 16A DE-92256 Hahnbach Allemagne,
,Kia Kia Carnival Ex 2006 Getriebeöl-leitung de...,600 € (TTC),,+49 (0)174 6091034,"https://www.automobile.fr/Voiture/Kia-Kia-Carnival-Ex-2006-Getriebe%C3%B6l-leitung/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272538326.html",, ,
,Opel Astra H Lim. Edition,2 980 € (TTC),4.3,+49 (0)176 83160926,"https://www.automobile.fr/Voiture/Opel-Astra-H-Lim.-Edition/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272538327.html",,Äußere Passauer Str 20 DE-94315 Straubing Allemagne,
,"Skoda Superb Combi Style 4x4 Panorama,AHK",18 190 € (TTC),4.7,+49 (0)9664 9539281,"https://www.automobile.fr/Voiture/Skoda-Superb-Combi-Style-4x4-Panorama,AHK/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272068505.html",,Im Gewerbegebiet 16A DE-92256 Hahnbach Allemagne,
,Chevrolet HHR 2.4 LT,5 900 € (TTC),4.4,+49 (0)3631 658978256,"https://www.automobile.fr/Voiture/Chevrolet-HHR-2.4-LT/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272538318.html",,Strohmühlenweg 1 A DE-99734 Nordhausen Allemagne,
,Hyundai i40 cw 5 Star Edition*Top Gepflegt*,8 450 € (TTC),4.9,+49 (0)4934 245984299,"https://www.automobile.fr/Voiture/Hyundai-i40-cw-5-Star-Edition-Top-Gepflegt/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272538319.html",,Hanse strasse 21 DE-26529 Upgant- Schott Allemagne,
,BMW 318d DPF *1.HAND*EURO5*TÜV 2020*AHK*,9 890 € (TTC),4.9,+49 (0)173 4644644,"https://www.automobile.fr/Voiture/BMW-318d-DPF-1.HAND-EURO5-T%C3%9CV-2020-AHK/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/267584893.html",,Blumenstr. 42 DE-72355 Schömberg Allemagne,
,Toyota RAV 4,2 500 € (TTC),,+49 (0)178 2572113,"https://www.automobile.fr/Voiture/Toyota-RAV-4/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272538321.html",,Uto Knapp DE-99444 Blankenhain Allemagne,
,Renault Clio ENERGY TCe 90 Intens NAVI SHZ PDC,18 990 € (TTC),4.7,+49 (0)37206 57887905,"https://www.automobile.fr/Voiture/Renault-Clio-ENERGY-TCe-90-Intens-NAVI-SHZ/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272538322.html",,An der Feuerwache  2 DE-09669 Frankenberg Allemagne,
,Volkswagen Passat 1.8 5V Turbo *Tausche Oder Verkaufe*,2 400 € (TTC),,+49 (0)1522 6759167,"https://www.automobile.fr/Voiture/Volkswagen-Passat-1.8-5V-Turbo-Tausche-Oder/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272538324.html",, ,
,Land Rover Range Rover Evoque Pure,23 800 € (TTC),4.7,+49 (0)89 7900491,"https://www.automobile.fr/Voiture/Land-Rover-Range-Rover-Evoque-Pure/vhc:car,pgn:119,pgs:10,dmg:false/pg:vipcar/272538325.html",,Südliche Münchner Str. 66 DE-82031 Grünwald Allemagne,
,Toyota Avensis Sedan 1.6 SD,5 900 € (TTC),4.1,+45 52 28 28 00,"https://www.automobile.fr/Voiture/Toyota-Avensis-Sedan-1.6-SD/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272538329.html",,Tomsagervej 13 DK-8230 Aabyhoj Danemark,
,BMW 318d DPF *1.HAND*EURO5*TÜV 2020*AHK*,9 890 € (TTC),4.9,+49 (0)173 4644644,"https://www.automobile.fr/Voiture/BMW-318d-DPF-1.HAND-EURO5-T%C3%9CV-2020-AHK/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/267584893.html",,Blumenstr. 42 DE-72355 Schömberg Allemagne,
,Toyota RAV 4,2 500 € (TTC),,+49 (0)178 2572113,"https://www.automobile.fr/Voiture/Toyota-RAV-4/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272538321.html",,Uto Knapp DE-99444 Blankenhain Allemagne,
,Renault Clio ENERGY TCe 90 Intens NAVI SHZ PDC,18 990 € (TTC),4.7,+49 (0)37206 57887905,"https://www.automobile.fr/Voiture/Renault-Clio-ENERGY-TCe-90-Intens-NAVI-SHZ/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272538322.html",,An der Feuerwache  2 DE-09669 Frankenberg Allemagne,
,Volkswagen Passat 1.8 5V Turbo *Tausche Oder Verkaufe*,2 400 € (TTC),,+49 (0)1522 6759167,"https://www.automobile.fr/Voiture/Volkswagen-Passat-1.8-5V-Turbo-Tausche-Oder/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272538324.html",, ,
,Land Rover Range Rover Evoque Pure,23 800 € (TTC),4.7,+49 (0)89 7900491,"https://www.automobile.fr/Voiture/Land-Rover-Range-Rover-Evoque-Pure/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272538325.html",,Südliche Münchner Str. 66 DE-82031 Grünwald Allemagne,
,Kia Kia Carnival Ex 2006 Getriebeöl-leitung de...,600 € (TTC),,+49 (0)174 6091034,"https://www.automobile.fr/Voiture/Kia-Kia-Carnival-Ex-2006-Getriebe%C3%B6l-leitung/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272538326.html",, ,
,Opel Astra H Lim. Edition,2 980 € (TTC),4.3,+49 (0)176 83160926,"https://www.automobile.fr/Voiture/Opel-Astra-H-Lim.-Edition/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272538327.html",,Äußere Passauer Str 20 DE-94315 Straubing Allemagne,
,"Skoda Superb Combi Style 4x4 Panorama,AHK",18 190 € (TTC),4.7,+49 (0)9664 9539281,"https://www.automobile.fr/Voiture/Skoda-Superb-Combi-Style-4x4-Panorama,AHK/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272068505.html",,Im Gewerbegebiet 16A DE-92256 Hahnbach Allemagne,
,Volkswagen Verkaufe meinen top.wagen,1 699 € (TTC),,+49 (0)176 72803660,"https://www.automobile.fr/Voiture/Volkswagen-Verkaufe-meinen-top.wagen/vhc:car,pgn:120,pgs:10,dmg:false/pg:vipcar/272538328.html",, ,
,Chevrolet HHR 2.4 LT,5 900 € (TTC),4.4,+49 (0)3631 658978256,"https://www.automobile.fr/Voiture/Chevrolet-HHR-2.4-LT/vhc:car,pgn:121,pgs:10,dmg:false/pg:vipcar/272538318.html",,Strohmühlenweg 1 A DE-99734 Nordhausen Allemagne,
,Hyundai i40 cw 5 Star Edition*Top Gepflegt*,8 450 € (TTC),4.9,+49 (0)4934 245984299,"https://www.automobile.fr/Voiture/Hyundai-i40-cw-5-Star-Edition-Top-Gepflegt/vhc:car,pgn:121,pgs:10,dmg:false/pg:vipcar/272538319.html",,Hanse strasse 21 DE-26529 Upgant- Schott Allemagne,
,BMW 318d DPF *1.HAND*EURO5*TÜV 2020*AHK*,9 890 € (TTC),4.9,+49 (0)173 4644644,"https://www.automobile.fr/Voiture/BMW-318d-DPF-1.HAND-EURO5-T%C3%9CV-2020-AHK/vhc:car,pgn:121,pgs:10,dmg:false/pg:vipcar/267584893.html",,Blumenstr. 42 DE-72355 Schömberg Allemagne,
,Audi A4 Avant Ambition 2.0 TDI multitr. XENON NAVI,15 850 € (TTC),4.5,+49 (0)30 20169069,"https://www.automobile.fr/Voiture/Audi-A4-Avant-Ambition-2.0-TDI-multitr.-XENON/vhc:car,pgn:121,pgs:10,dmg:false/pg:vipcar/272538311.html",,Rudower Chaussee 47 DE-12489 Berlin Allemagne,
,Audi Audi a6 2.7 tdi TÜV neu 2020 Tauschen möglich,5 000 € (TTC),,00000,"https://www.automobile.fr/Voiture/Audi-Audi-a6-2.7-tdi-T%C3%9CV-neu-2020-Tauschen/vhc:car,pgn:121,pgs:10,dmg:false/pg:vipcar/272538312.html",, ,
,Volkswagen Käfer Cabrio 1303 blau metallic 25 kafer cabrio,21 500 € (TTC),5,+49 (0)5922 5808171,"https://www.automobile.fr/Voiture/Volkswagen-K%C3%A4fer-Cabrio-1303-blau-metallic-25/vhc:car,pgn:121,pgs:10,dmg:false/pg:vipcar/238293018.html",,nur nach telefonische anmeldung DE-48455 Bad Bentheim Allemagne,
,Audi Q8 50 TDI quattro Tiptronic  *VOLLAUSSTATTUNG*,95 988 € (TTC),3,+43 664 1497901,"https://www.automobile.fr/Voiture/Audi-Q8-50-TDI-quattro-Tiptronic/vhc:car,pgn:121,pgs:10,dmg:false/pg:vipcar/272538313.html",,Kärntnerstrasse 109 AT-8053 Graz Autriche,
,Hyundai i40 cw 5 Star Edition*Top Gepflegt*,8 450 € (TTC),4.9,+49 (0)4934 245984299,"https://www.automobile.fr/Voiture/Hyundai-i40-cw-5-Star-Edition-Top-Gepflegt/vhc:car,pgn:122,pgs:10,dmg:false/pg:vipcar/272538319.html",,Hanse strasse 21 DE-26529 Upgant- Schott Allemagne,
,BMW 318d DPF *1.HAND*EURO5*TÜV 2020*AHK*,9 890 € (TTC),4.9,+49 (0)173 4644644,"https://www.automobile.fr/Voiture/BMW-318d-DPF-1.HAND-EURO5-T%C3%9CV-2020-AHK/vhc:car,pgn:122,pgs:10,dmg:false/pg:vipcar/267584893.html",,Blumenstr. 42 DE-72355 Schömberg Allemagne,
,Toyota RAV 4,2 500 € (TTC),,+49 (0)178 2572113,"https://www.automobile.fr/Voiture/Toyota-RAV-4/vhc:car,pgn:122,pgs:10,dmg:false/pg:vipcar/272538321.html",,Uto Knapp DE-99444 Blankenhain Allemagne,
,Renault Clio ENERGY TCe 90 Intens NAVI SHZ PDC,18 990 € (TTC),4.7,+49 (0)37206 57887905,"https://www.automobile.fr/Voiture/Renault-Clio-ENERGY-TCe-90-Intens-NAVI-SHZ/vhc:car,pgn:122,pgs:10,dmg:false/pg:vipcar/272538322.html",,An der Feuerwache  2 DE-09669 Frankenberg Allemagne,
,Volkswagen Käfer Cabrio 1303 blau metallic 25 kafer cabrio,21 500 € (TTC),5,+49 (0)5922 5808171,"https://www.automobile.fr/Voiture/Volkswagen-K%C3%A4fer-Cabrio-1303-blau-metallic-25/vhc:car,pgn:122,pgs:10,dmg:false/pg:vipcar/238293018.html",,nur nach telefonische anmeldung DE-48455 Bad Bentheim Allemagne,
,Audi Q8 50 TDI quattro Tiptronic  *VOLLAUSSTATTUNG*,95 988 € (TTC),3,+43 664 1497901,"https://www.automobile.fr/Voiture/Audi-Q8-50-TDI-quattro-Tiptronic/vhc:car,pgn:122,pgs:10,dmg:false/pg:vipcar/272538313.html",,Kärntnerstrasse 109 AT-8053 Graz Autriche,
,Chevrolet HHR 2.4 LT,5 900 € (TTC),4.4,+49 (0)3631 658978256,"https://www.automobile.fr/Voiture/Chevrolet-HHR-2.4-LT/vhc:car,pgn:122,pgs:10,dmg:false/pg:vipcar/272538318.html",,Strohmühlenweg 1 A DE-99734 Nordhausen Allemagne,
,Hyundai i40 cw 5 Star Edition*Top Gepflegt*,8 450 € (TTC),4.9,+49 (0)4934 245984299,"https://www.automobile.fr/Voiture/Hyundai-i40-cw-5-Star-Edition-Top-Gepflegt/vhc:car,pgn:123,pgs:10,dmg:false/pg:vipcar/272538319.html",,Hanse strasse 21 DE-26529 Upgant- Schott Allemagne,
,BMW 318d DPF *1.HAND*EURO5*TÜV 2020*AHK*,9 890 € (TTC),4.9,+49 (0)173 4644644,"https://www.automobile.fr/Voiture/BMW-318d-DPF-1.HAND-EURO5-T%C3%9CV-2020-AHK/vhc:car,pgn:123,pgs:10,dmg:false/pg:vipcar/267584893.html",,Blumenstr. 42 DE-72355 Schömberg Allemagne,
,Audi A4 Avant Ambition 2.0 TDI multitr. XENON NAVI,15 850 € (TTC),4.5,+49 (0)30 20169069,"https://www.automobile.fr/Voiture/Audi-A4-Avant-Ambition-2.0-TDI-multitr.-XENON/vhc:car,pgn:123,pgs:10,dmg:false/pg:vipcar/272538311.html",,Rudower Chaussee 47 DE-12489 Berlin Allemagne,
,Audi Audi a6 2.7 tdi TÜV neu 2020 Tauschen möglich,5 000 € (TTC),,00000,"https://www.automobile.fr/Voiture/Audi-Audi-a6-2.7-tdi-T%C3%9CV-neu-2020-Tauschen/vhc:car,pgn:123,pgs:10,dmg:false/pg:vipcar/272538312.html",, ,
